"checkmate","2.1.0"
"desc","1.4.2"
"DT","0.26"
"ggraph","2.1.0"
"glue","1.6.2"
"here","1.0.1"
"igraph","1.3.5"
"shiny","1.7.3"
"shinyAce","0.4.2"
"shinyjs","2.1.0"
"tidygraph","1.2.2"
"arrow","10.0.0"
"waldo","0.4.0"
"zeallot","0.1.0"
"cyclocomp","1.1.0"
"DiagrammeR","1.0.9"
"DiagrammeRsvg","0.1.0"
"lintr","3.0.2"
"pak","0.2.0"
"rsvg","2.4.0"
"rjson","0.2.21"
"googleVis","0.7.0"
"git2r","0.31.0"
"webshot2","0.1.0"
